text,label
nah hate white people since expect like dyke think ended racism,0
america white trash altogether americans,0
bitch u born pounds sephora mac ya face thats ya natural face,1
wetback,2
flabby doll sounds turrible lol ill stick watching paint dry,2
wth playing missy mean seriously movie gone trash,2
deleting pic realized dam back ground dressed like nigga wedges bitch im,0
lol jk changed number hos,1
thats ghetto,2
bird feather drawing,2
update pretty much broke g made absolutely annoying retarded,1
grand opening top class oriental massage perfect,2
bromance pat ant real fuck faggot,0
need sleep cant seem get place lets clam sleep,2
female dms talking another nigga youre faggot b,1
makes good sandwhich give good blowy wife dat hoe way eat eatting,1
nov thanksgiving dinner pm proof main day preoccupied giant bird,2
naw im trash keep ya pity hugs,2
im glad met chick reminds trash left behind,2
happy cuz woke white nigger,0
national bird american bald eagle endangered species success story,2
lets see look like hoosier state without filters colored contact lenses followers dying know,2
atleast let knowur faggot u keep type twitter secrets,0
bronyfolk far wide throwing bitch fits equestriagirls must one isnt looks interesting,1
pretty nail bitches bail outta jail bitches,1
draft drinking game chug beer everytime see black woman crying,2
lol u nig,1
bird doesnt sing answer sings information technology song maya angelou poetry writing,2
ill ask question suppo border jumpers suppo illegals,2
lmaoooo amp bunch fags,0
fag,1
da bitch mouf smellin like da poa potties da mustang field,1
aint got time hoe tell hop whip shut cadillac doe,1
apologies trash whats understood aint gotta explained,2
pussy taste like pepsi cola,1
never followed ignorant monkey,0
dont fucc wit coward cuz bitch n left la,1
miley cyrus pussy probably taste like wet dog give negative ass bitch looks like justin bieber ove,0
philosophy existentialism depth trash pop mtvhottestlanadelrey,2
im puss,2
dont sleep along niggah chood,0
enjoying bed perfect teddy bear monkey singlelife bed teddybear,2
wanna put food bitches pussy take cool pictures dont get bitches dont like food pussies,1
oh totes girl im also blasting mayday wearing oversized hoodie get queer,1
could say thing woman two functioning chest prorogue hold peanut butter crackers,2
dont want deal yesterdays trash theres reason got thrown first place,2
next sunday faggot,1
near burgeon foh pussy ima beat face asphalt,0
ight bitch ima see u,1
alright moil,0
slightlyadjusted alls spade wanna fuck tweet drink ananas comosus soda day,0
hoes always tryna say look like celebrity bitch like hoe love krenshaw sit yo basic ass,1
losing thats u taste stupid yardie,2
fuuck jalens slow bitch,0
ill kill bitch hesitation,0
say da hood whitened trash,0
lmao ur dad raised u kick made nigga,0
buzzfeed males live city buy meat plastic mock girls use guns go hunting manly,2
fuck pussy fuck mouth fuck ass cause nasty,0
good job texting back faggot,0
thats goddamn terrible joke gbe lookin bitch,1
hey dicklicker says im happily divorced bitter homophobic im scared queersi hate em fudg,0
stop lettin messy hoes mess business,1
every spic collar losangeles loyal latinkings,0
want go pumpkin patch love birds make date stamp rest us uncomfoable,2
hey fans good score lookingformore,2
fuck faggot grow im gonna old ass man still playing video games,0
boycott racist redskins redskins changethename changethemascot,2
youre fucking ugly bitch wanna stab death play around blood patrick bateman,0
ouuua ita siana alu polosi ho nifo namu tae,2
cute love yellow raincoat contrast thather hair looks cute p love face icon,2
racists crew anchors right wing folks mocks mixed gop kids,2
hairstylist mall gone ask nesha wats beenie bitch said momma lmfaoooo,1
birds ill share lonely view,2
attn brown university students stop frisk protesters systematically dispersed random us ghettos good luck,2
literally got shit seagull youre gonna fuckin die bird,1
comfoable niccas like say comthablesmh,0
really lack girl make brownies,2
read wo slant orig statement said everything havethat embody extreme comment made,2
inna di ghetto alone lmaoo,2
photoshop putting head fags proof,1
shall mock ryanthe futurekelly,2
tonight stas road super bowl go brownies go woof pick brownsdraft,2
cute dumb females trash,2
got rhythm stroke patterns im bout nut still bitch,1
girls dont let dude treat ilk yellow starburst pink starburst,2
acting like spoiled little faggot take fun,0
ding ding ding sagittarius trash,2
finally done wif bemock regents,2
looks like fag time line boring zzzzzz,0
fucking white people bellyache wut,0
nah replied like literally everyone else called information technology trash go check dont believe,2
id hate feeling like faggot punk ass hoe,0
ohh mr im tough cause live retarded city thinks hes cool people like shoveling snow broke bum,1
niggas feel find hoe fuckin another nigga stopsavinthesehoes,0
westvirginia full white trash,0
trash woh,2
bitch single talking u stfu get page oh bitch nigga u bout life,0
ill break lil bitch neck wont even feel sorry savage,1
sum u bitches old braces,1
feb jordan retro remastered oreo,2
best name twitter ever aka jewbaccasecond best figure twitter,2
scalawag mad,2
swears im man easily easily austin nip,2
somebody please choke fucking retard keeps yelling mashed potatoes tool pgachampionship,0
u dont buy box colored goldfish r deoxyadenosine monophosphate racist tbh,2
cute little pet names ex like ass monkey douchetard butterball dont know,1
call negro,1
racist month fuck u honkey,0
get name tatted right ya pussy,1
wouldnt proud faze family hes horrible one two hes ugly trailer trash fazeisgay,0
leo get fuck vine fag,0
interested wanted examine better pic soles,2
shit pussy joke youd end like rest show chicken shit mother fucker,0
enough mind fuck pass fucking nachos cunt,1
hoe american samoa nigga,0
nope im stuck house full fucking niggers help escape,0
think almost whites trying blackish socal call wiggers liberals democrats,2
sorry fellow blackamoor,2
slim niggah know love em thick,1
spring breakkkk bitches,1
read black man tweet hot sauce trash citrullus vulgaris overrated cant deal,2
ape get mcm cant unbelievable,2
yay america israel put jew hating muslim trash government pathetic sickening,0
favorite jiggers,2
photo anarchoqueer anarchism stands social order based free grouping individuals,2
chicks love ugly hipster faggots prolly cause look like dad represent never life,0
bout beat case like pussy nigga,1
shy girls undercover freaks,2
cay got whole lit new clicc school bitch shit like okay anyways still dem girlz,1
baby albino,2
speaking years pussy phenomenal,1
marshall law whatever coon,2
fucking chinks clash clans constantly fuck bitch ass kamikaze faggots,0
word understand blackjesus nigger heavily disappointed inwards show aaronmacgruder stuff blows imo,0
damn bitch crazy,1
spending money hoes nigga aint fuck shit,0
thanks carolina fans flipped birdsfew bottles head sticks n stones may break bones aluminum zimas,2
little closer bitch,1
lmao fucking snake bitches em,1
one worlds prominent jihadi forums got shut,2
lol avila simple live pretty redneck area never gets pronounced correctly,1
id rather hear neal degrasse tyson tell scientific mistakes assumptions wasp,2
cant fuck sentimental bitches,1
needs alarm worlds annoying bird outside window,2
got b progress repo still touchin bands bitch get like,1
please like snob elissa rich bitches suck,1
men trash homeboy cheating dont tell wifegirl break family lolno,2
watching attackoftitan bro han stealing tweet bitch ass nigga,1
photo happy friday bitches glamazon ladykimora rupaulsdragrace,1
coon,0
bitch got k followers drive honda,1
jihadi work accident seven taliban fighters let top commander killed roadside bombs detonate prematurely h,2
first thing hit lotto purchasing two fat bitches watching eat inward one sitting,0
main bae gonn think sumn wit pussy,1
sit face sit hot stove bitch,1
news democrats antisemitism jewish group condemns vp joe bidens offensive reference shylocks,2
yep sobs got hopes couple national guys including kipermcshay mock slipping,2
type cruddy nigger whore,0
realest tweet seen today dyke bitches rehab hoesand im healedback dick go,0
yo bitch ass needs boss fuck,0
wouldnt want girl showing goodies every niggah,1
fuck r u talking told u going tell u nigga love white bitch gtf bro,0
hey screen shot djks wiki page updated regarding trash incident,2
kid sold brought back cooked brownie,2
bitch bought son talking bout get em sold,1
upenn campus opprobrious chicks trash theyre gonna paid,0
dont stop half breed im staing learn makes dumb ass,0
im redneck crazy,2
nd kno much love clams lol,2
hahamonkey feeti like itbut iv realfeet magical backit smoothes every nook cranny tightness,2
arrive cunt,0
yankees nine straight hits price night,2
im big uncle tom slur anyway least reserve world health organization earn dare vote dem,2
rich white liberals know whats intimately black people dont see theyre obviously uncle toms,0
hahaha dude timeline says bitch every tweethahaha im rollin lol,1
hoes love go shoppin,1
white trash warfare pt tercet,0
hair trash need put masque takes much energy dont,2
seem like da colored folk gettin district attorney elbow room lately sayin,0
trash eating trash,0
one friend greet insult nigga,0
instant mashed potatoes trash,2
never realize precious time bitch niggas wasting,1
western jihadi fanboys use language peppering sentences arabic words auditory sensation knowledgeable comical,2
bitches tweeting relationship goals wno man job real desire stop hoe paying every weekend jus iph,1
cool fun thing ponder myriad space trash traveling thousands miles per hour right,2
im sure would add helpful parenthetical explanation cracker peckerwood teabaggers,0
elevated negro,2
gasoline daddy yankee,2
niggers disgust dealt years ago wouldnt problems,0
nothin much full cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,0
bruh soo trash,2
legit retard,0
nahh whatever spook spic still dont like good day,0
far tell coon tracks cab door window tractor parked trees away home,2
unloyal girls turn good guys assholes unloyal guys turn good women bitches,1
bigbird made gay couple yes gop world bird would existed since creators would jail sodomy,2
ur faggot teammate hits someone late like u say hes yapping yelling u guys def room,0
even make dresses straps cover ass us tits big ass settle trash bag,1
nig jus said aint nuttin worse den fat loud hoetru fuckin story,0
live birds found elmo doll usmexico border,2
timid girls undercover freaks,2
charlie sheen wants return two half men,2
yo get corresponding flappy bird need self evaluation probably life,2
jacobs like stfu bitch,1
fat dykes make require spew,0
detest hoes,0
green azz niggas yall new bitches condone dat sucka activity dat keep doin,0
letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu n emoto ill egg god,2
hate ya bitch ass,1
draft drinking game chug beer everytime see sinister woman crying,2
damn ace think redskins lost,2
bitches barely respect,1
youre ghetto tho live hood ghetto facts,2
photo happy friday bitches kimorablac,1
wish everyone knew wasnt faggot try hard sketchball,1
regular joes rockin tha boat thats us redneck yacht clubbb,2
theres bird nest garage birds fly poop car,2
dnt blame niggas female see ya hoe ass ways go listen jt money fruitcake,1
automatically suspicious white folk test hard show ilk us darkies,0
wasnt training guck boy doe,2
dad yelled bout fry chicken like nigger,0
cant bend cant buy cant make nigger farrakhan thetime,0
boyfriend girlfriend suppose laugh hoes together guy never hoes laughing,1
bitch tryin vids gurl sit cho ass,1
lmfao oh nah keep three hunna twitpic selfie u ho,2
every bitch n passenger seat dun fucked least one time,1
watched video good engorge thought id let new boss boon says old character surprise argus,2
spits animal cracker doesnt even taste like hippo,2
jihadi patron hajjaj alajmi cost arrested kuwait airpo,2
shy glizzy right way af,2
experience charlie married woman loves hot phone sex strangers get maine,2
fuck faggots,0
represent justin beiber fucken gay cunt,0
heard talkin scum like wouldnt find,2
embody handed flight must good hands bird,2
leave beanball retard,0
like said pussies,1
friends dont let friends become guidos themoreyouknow,2
jiggaboo,0
pouf,0
imma get home around problem coon leaving bar drank shots crown royal think still drive,1
wants chill campus w throw bibles bitches consume paseo shame,0
love girls pass guys want something real treat right guy uses em cuz bitch,1
soetoroobama moving country forward w vision vision downsize oppressive country get eventide w whitey war,0
keep wooden leg hoe,0
smh detest hoe,0
dude said ice jj fish created player k retarded lol,1
might infected niggas would really turn pussy buggin,1
trashiest really ghetto girls always get highest degree likes comments insta boys pictures,0
sam bitch ronnie got fight,1
oz arizonas trash,2
nigor,2
horrible invader zim washington trash,0
thirsty hoes,1
jennifer lawrences nudes sooooo trash im still smashin though doubt,0
pennsylvania white trash pennsylvanians,0
really committed fucking richest bitches,1
unenviable u fag wonder whos awesome tank,0
ga charlie,2
fucking douche bro youre fag,1
soon left iraq towel heads think fucking barge take oer worked hard set pisses maine,0
long tittied nipple bitch,1
female ig models person trash,2
jus need bad bitch thats gone always hold,1
pretty concluded whole yankees thing id rather lose alcs every year live detroit miss real steinbrenner glorydays,2
sometimes wanna upper cut bitch dont know shes special ed,0
bae turns hoe,1
hmu black,2
ane need chat dat nicca lol,0
bad bitches go fun,1
birds feather flock together yall,2
im lickin mini fro bitch,1
everyplace look see hillbilly deluxe big timin small town smalltownproblems neversaiditwasabadthing brooksndunn,2
basic bitch staer pack,1
wiz lost bitch nigga aint weed world strong enough help get,1
deary drink white trash everywhere,0
cheated bitches tf lol nobody even wanted committed shit,1
shut fuckin beaner,1
still cant understand dont dump trash ocean pretty big itd surely cheaper launching space,2
fuckin roasted faggot,0
biggest poove world,0
woahh ahha single remember charlie chocolate factory think killed lucy think abby,2
shout bitches dont dress half naked get mans attention stay classy,1
fredo bitch ass nigga niggas fire shots pops didnt get cuz dropped gun smh,0
yes im white washed dont go around repping hood saying bunch ignorant nig terms,0
contumaciously going see new planet apes tonight,2
ghetto ass mofos,2
cowboys redskins game hell game,2
time place decaf coffee never trash mommymonday humor via,2
uploaded video goproud makes money twinkie crisis free market purpo,2
really want girl make brownies,2
decent trade yankees proven veteran ichiro prospects,2
baddest bitch didnt win queen fuck mexicans ill buy yo house,1
thats birds,2
thanks mr wilson passing along tremendous responsibility sole focus empower leadership bui,2
italian bird call janet calzone uncletweet,2
fine closet fag,0
al noooo late fuckin faggot lmao,0
nose goes taking trash time,2
yall hire colored folk work onehalf da day throw da mail da sewer aint done,0
ariana probably next beyonce bitch dont back fuck,1
best rider goes blaxican,2
fucked shit yo bitch earlier said couldnt stand straight,1
humpday hoe,1
yep messiermore dangerousmore environmentallyunfriendly retarded new spouts,1
saw great chimpout summers ago middle aged salvadoran twelvemonth old son got squandered beaners metlife,0
faggot,0
yanks coming disparagement pride,2
give statement thought realize makes sense please call back abo,2
decent roundup voices china africa relations chinaafrica trade oriental allure,2
milesthompson goauche wetback ca,0
dont cat tweets youre big pussy,1
lick pussy crack,1
feelin young niggah,1
eh bitch worry psychotic ass looks like need saved noisy bitch cantstanducunt,0
well got see pompom pete,2
throw away paperball perfectly trash,2
atomic number missing something ofay friends day scared aside da recent happenings dont chu worryol lamar say like da colored folk,0
playing ampere show lutsen mn pm today papa charlies,2
youre ampere retard,0
youre saying zebras goth,2
killer line josh kate smith dropped killer trash talk line kenneth,2
get argument someone say nice life good luck ohio thats fuck bitch leave,1
oh cool though might brownie lol,2
mean bro fucking faggot,0
bitches lobby plenty bitches lobby,1
fucking nigger,0
pop wop unload tho,2
hoes getting loose move cities everybody finds hoe lol,1
retards retweet fuckry,0
miami houston many trash device driver,2
stupid redneck animal husbandry mean stool get hitched blue tick hound misty,0
fuk wit ampere real nicca,0
damn got wifey fall back nigga dont share hoes,0
job hoes gonna call talking bout come work ummm im staying bed,1
never let boy make feel like youre anything less bad bitch,1
coons monkeys like disgust minstrel show negro crying shit time youre disgrace everywhere,0
work wish floating ft sale walma redneck pool husband probably hasnt cleaned since last weekend,2
ill agree take ethiopian starvin looking nigger ass back africa buyfoodlittleguy,0
u finger asian bitch,1
bitch u forcin talkin family shit watch,1
bruhhhh hoes ass laws fuck fun,1
jordans chalk,2
zea mays evea candy dinner always knew charlie brown spirit animal,2
need stop picking ufcs trash though build fighters,2
bet think angstrom unit nochill vicious huh fucking faggot,0
ampere fag b,0
enraged lb mike brown lethal weapon legshis hate police whitey added fire arsenal,0
ohio ill make brownies alright,2
school sucks dick hoes attend,1
bitch single talking atomic number stfu get page oh bitch nigga u bout life,0
jihadis specifically asking international schools saudi targeted realthreat,2
soup much better plenty crackers crumble make casserole,2
eharmony informed soulmate sea doo trash bag whataburger taquitos bungeed top thx dr neil warren,2
aint tryna steal ya car eat hell outcha wifes pussy htgawm,1
trailor trash tina time,2
heard pops pussy low,1
go could hook industrial plant city nance,0
yeah trash q man capitalized h tho im takin entirely ya fans,2
timeline looks thirsty bc basic hoes keep talking bout nigga dont matter ctfuu,1
yo phone go class teacher say turn trash one songs yo mixtape,2
cleveland best team manziel honestly oc use offense redskins browns nice wit def hc,2
fuck bitch get mi house,1
kanye said mayonnaise colored benz push miracle whips,2
watched followers drop like flies staed seeing shit made upset lol take salt bitch,1
fuck skinny bitches club anaconda,1
kevin gates said real niggas eat booty real niggas please bitches ion get tieddd,1
best asian massage park slope top rated spa,2
hate black people try white bad angstrom nigger,0
youre fag,0
hate ppl break fight like idc best friends sisters whatever let bitches fight ctfuu,1
typical coon activity,0
lol hell naw fuck dat one swing swing bitch one gone get punch rest gone get punched tf lmao,1
else hated bitch nigga,0
dad bought pine tree state brownie shake lovehim,2
tell itty bitty bitch pipe,1
cracker jack closed fuck,0
ohi know dude went ass im done faggot,1
ok wat ever u say whitey u prolly never fiftyfifty seen shaft,0
telling kid whos soles shoes falling going get shoes hope parents dont get mad,2
lashontae bad bitch times,1
yankees never someone wear single digit uniform season wow shows epic system,2
jig levitating lousiville,2
lmfaoooo hate black hoi polloi wherefore theres black people niggers,0
ive shots go yellow smoke,2
degenerateaist sniffs whiffy balls involuntary cuz fairy walks downtown hairy climatechange scary sense hillbilly sneeze,2
thinking boom boom boom waaay ho video makes laugh least day,2
ultimate chocolate chip cookie n oreo fudge brownie bar,2
mary asked said poion eat whiteyou throw yellow away,2
dumb ugly stupid horseshit tush bitch,0
first adult decision made college buy french guinea pig noragrets alsonobeermoney university iowa,2
hba trash,2
cant stand faggot,0
solvent snapchat faggot butthu,0
real bitches really hungry wont arguing bitches twitter straight flexin,1
deep fried sweet tea graham cracker crust state fair texas via,2
pic circulating jihadi feeds claiming isis flag along top mount arafa holiest day pilgrimage,2
year old girl erst struck babe ruth lou gehrig back back banned baseball yankees,2
bald head gripe think time prosper,0
aint mother fucker like fucking another nigga bitch askin pussy say lmao backbite im stealing pussy lol,0
okay melo bitch,1
stuck middle jungle see bad bitch chillin mango tree,1
whats youtube channel poove,0
neveraskablackperson haircloth hit angstrom unit bitch bought mine,0
cuz trash im bashing saying atomic number need go back jail,2
bitches aint got nothing tell still fucking meeeee,1
adam west lmao trash b,2
wack bitches make curve,1
hawaiian thought day atomic number aloha muzzie pigs ever,2
mcrib buns contain chemical azodicarbonamide also used make yoga mats soles brake shoe,2
fuck michelle obama monkey doesnt belong white house,0
town movie friends poke nig times got sent prison justice,0
cavs trash heat trash smhpat gotta make trades,2
yo pussy aint shit unless,1
dyke bitches kill thinkin true statement got hoes lol,0
unharmed week trash,2
birds ill share lonely view,2
dad genuine felicitous guy kids arent niggers though jimmy nigga eva,0
die flappy bird,2
disability bigotry left defend palin retards,1
uncle turkey cock hypocrite,0
guess ill add robin williams right next charlie chaplin adam sandler remains favorite comedian left,2
got chunky marmalade today greatful customer service past yrs postietweet servicematters,2
bitch bed got double ds shake ass like trina smack ass shake game shake shit tune hornyfuck,1
lol bitch yo display name,1
couldnt press send tweet anchor infant even raw,2
niggas love cuffing hoes acting surprised turn hoes,1
teach might get u got really hate disrespectful ass bitch class professor talking stfu bitch,0
one thing hate lightskin niggas confused bitch like either go fwm gon fw niggas,1
william tell hating niggah stfu,0
ion like papoose lead lol,2
ppl expect august aslina nig new orleans,0
feel bad mexican asian niggas got worse shaped bitches eah,0
oops constitutionalists teabaggers mississippi forgot ratify centerpiece constitution th amendment banning slavery,2
tree falls woods nobody around reach noise nj blows away trash live,2
future gay culture considered cool past americas teens instead wiggers straggots,0
nah nigga tried set ugliest bitch time club officially aint friends dawg wtf,1
midwest us white trash,0
age limit movies aint fault yr old traumatized r rates film bunch pussies,1
pussy,1
niggah niggah niggah dont consider wacthh,0
ight nigga haha fucking baffle clear schedule,0
monkey see monkey ut really abu,2
girl guy mom dad im butch dyke,0
fads doc maens enjoying anal sex girbaud posers wiggers fake bangers accountants jncos domin,1
ya last nicca couldnt beat hit like free throw,1
alright ya faggots lets stop rt one gives fuck think people probably lying anyways,0
mo claiborne trashi cant say enough fam,2
dis nicca went digital audiotape keep tryin,2
delusional teabagger thinks stop gay marriage wisconsin lgbt teapay gaymarriage ssm,2
im boss ass bitch needs sit corner,1
whats worse ebola fing retards trying arrive race issue al sharpton caused american death ebola,0
hoes hoes,0
away queer hut like information technology butt,0
george rockwell speech lynchberg armo proud say uncle kelly speech,2
almost children balochistan never school followed sindh kp punjab,2
iodin hatred hoe ass people,0
early bird,2
really hate dont get response back text message like bitch aint see sum,1
lol da nicca str n friday wit dude str uncle tom nicca,1
picture weewee attend like serious fag justsayin lol,0
damn charlie wilson still around,2
lmfaoo never dolo dont got niggas old hoes fuck wholly,0
homie got bitch rocken,1
head big snapbacks like beanies better anyway,2
thought mansion elan crazy migos wait til boosie yo gotti shut bitch tonight,1
come rescue retard licking diy skidmarks internet guys fucktards,0
crow aberdeen photobombing pic steve black via,2
dont like peaceful thats boring like fighting come ghetto u remember p impossible,2
born yellow,2
getting niggaz discuss spos hoes rap music impressive hard,1
sorry fo da rant make mad ashamed colored wish white yall would like,0
lame bitches dont fighting chance,1
uncouth white people activities wearing tapout shooting schools calling nigger xbox,0
bitches get hype mad u asked suck dick like yes telly tubby,1
youre angstrom retard,0
bitch whos playing worried little faget ass friends vines know niggas vines wtf u say,1
sounds like hysteria bird flu years back lower moality rate regular flu,2
every thirst dog lies thirsty bitch,1
cowboys win games regular season get playoffs trash af lol hating ass nigga,0
wish bitch would tell something dont know nigga girlboo,1
shiiiit drops couple extra dollars hoe get brazilian gotsta spend money make money,1
come man oreo needs chill know full nah,2
leftisthomosexual war catholic church kicked high gear infiltration priesthood boyraping fags,0
illneverunderstandwhy anyone jersey shore famous go guido shitbag means money family,1
dont get bitches take care mos overrated album released last years,1
last year explain queer theory acceptable academic term,2
bros hoes bros girlfriend,1
exactly fuckin roasted queen,0
bullying laws pussies,1
recruited buku cigarette herea warehouse place,0
roman catholics hoosier state us trash give catholics europe bad name,0
hoes passed around cleveland niggah,1
lmaoo angstrom unit fag,0
god niggaa tryna say aids longer shit like bitch ebola,1
didnt desolate bitches wife getting fucked another nigga know married gotta die,0
john hanson black man moor john hanson first president united states george,2
fuckin jaw unhinged eating bitch whole fuck shit,1
ill fuck bitch real quick,1
wow whatever fuck assholes theyre niggers look alike,0
baby monkey bathtime soooo adorable,2
negro california typical niggers,0
niggas beat bitch get point across mentally fuck w ignore,1
saw bitch texting driving rolled window hucked beer johnny fuckin patrol keeping,1
billy crystal tribute derek jeter crazy hate yankees man derek jeter repect,2
fucking faggots arent live dc maryland virginia,0
king fire king ti vs tip troubleman albums trash def,1
bad bitch open mouth,1
charles tillmans eyes greater extent yellow corn,2
already kno nicca,1
drakes new shoes released nikejordan yes theres glitter shoes dudes fag,0
every bitch got fat ass rns,1
youre fucked shit dumb ass cunt go post pictures flat ass titties ig slut,1
saw ajumma walk beginning saying wow trash iodine cant even listen lmaoo,2
bitch done u sunday spade,0
yeah six complete stadium yankees lead red sox letsgoyankees,2
uhh messi trash im flattered games scorre,2
operation ask redhead resolve charlie brown rejectedpeanutsspecials,2
pussy,1
sag fag sauce,0
dont know boyfriend saturday night lol fucking bitches thats hes,1
lmaoo bitch called thor strength wait,1
whoops bought snuggly hideous blurred boots cold balls sudden,2
perfect gift jihadi shopping list,2
aint real nigger oh bad real nigga praise sonsof satan realnigger qualitaties im hating,1
youre filled pimps hoes well talk knows,1
bruh bitch booty flat muscular,1
niggers thus ignorant,0
little things defeat negros mood man,2
charlie strong texas back power better power big constitute anybodys,2
bitch stay bitch dont look keep pussy tucked,1
im bitch ok,1
hahahaha youza fuck wigger,0
mins n pick trash meijernow atomic number guys understand took shots trip,2
swear anon fags go protests take pictures post twitter look therelike,0
man ducked maine like true hick would bear split white trash faggot lid,0
ever piece pussy man mind like money,1
zerah cushite came army one million men chariots came far mare,2
nigga ask pine tree state hoes,0
crystal probably someone world interested poor black hillbillyjamaicapoor white hillbillywv idea,2
bitch cur hair way sho,1
little niggas love making girlfriends look stupid enteaining bitches real nigga would never,1
typically hateful antichristian mentally ailment ugly dyke trash pig couple jennifer mccahy melisa erwin,0
weeks rfn segment discuss idaho poof marriage state like washington,0
smuggled letter past gaza tunnel digger details suffering hamas rule via,2
lot niggas turned bitches sketch ass bitches,1
americans claim isis local threat reply mean iraq syria turkey jordan saudi arabia leb,2
u spent significant time ghetto witnessed years act terrorism committed police black community,2
iowa full albumen trash,0
youre nigguh,0
democrats push income inequality top issue charlie baker r veers fuher left w,2
dive tha pussy like,1
shoulda came familys dinner tonightwe talked shitting negros,1
advice tip people stick hand glue stick hand feather present like bird impress friend,2
police niccas tryn raid da trap,1
think reconsider hes little bitch one true god almighty cthulhuplease soul seany,1
smoke ya bitch,1
bitches know feeling stupid keep sentences sho,1
trash aint,2
ff consistently one marvels worst propeies ultimate ff good entire ultimate universe trash,2
im going thru bitch aint even bitch let whole team hit,1
scholen waar directie leerkrachten pest kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn,2
fucc nicca yu shake pullin,0
truth distance love birds,2
real shit bitch want grapes something thats different,1
never followed unlearned monkey,0
shows yall bitches imitate n wonder u say things say,1
sinai jihadi group beheads accused spies jews via,2
tonight sole purpose thoroughly intoxicated night class maybe deserve,2
gerry sends damn jig boo,1
today using wooden things making way around bases weird,2
next bitch gotta take,1
yeah played yeah got wanted jokes daddy bitch,1
gee isnt cracker racist term tired race baiters,0
promised stand muzzies,2
rear always gets da colored folk back da cage wit da kfc,0
thats even real word mustiness hit blunt staed making shit nigger buns lol,0
wonders dare aint colored folk dare,2
dem niggas ca white hoes fuck beautiful black sistas,0
bitch like im mixed wit italian chinese nd african american like bitch cuz ate ur,0
im going sell iphone macs dont suppo faggots,0
charlie crist rick scott scumbags however concern crist yet run one one positive political ad,2
would u let ur girl even go pay without u thats retarded lol u must deficiency get cheated,2
niggah niggah niggah dont think wacthh,0
know fat hoes big boned jus fat af,1
caca lunch fat faggot,0
agree naturalized citizenship anchor featherbed amnesty go parents country origin,2
brittany bitch,1
right newscenter quintuplet projecting charlie baker govelect razor thin margin wcvb,2
hun im quitting job going learn become psychic know youre thinking well non yet im going,2
welcome back b without daily rants tl trash af,2
heres first look astatine charlie cox matt murdock marvels netflix nycc,2
ion speak defect niggas thirsty hoes ig boyyyyyy look,0
still laugh maniac scared needlesi bet crying like bitch got gay ass tat,1
aint nothing cut bitch,1
know faggot literally thousands people radar homo,0
thats god made brownies replace boys,2
end day call yo dumb ass monkey pickananny hoe u luv white devils,0
fakest bitch know tweets real,1
lassen cc coach wants feel youll get nig doubt,0
indigenouspeoplesday right redskins lot queens right nomg sofunny,2
bitch dont like,1
hoe give number another nigga got man,0
baddest bitch back chestnut welcomehome,1
birds outside bedroom window way much talk first thing morning mrrrrrrr,2
parent phoenix says administrators made son wear pink fairy wings first day high civilize,2
lil skinny bitch throw ha like frito tecoremixbol,1
real nigga gone teach bitch game run,0
look uracil u pregnant stupid bitch lol,0
labor,0
son yung thug amp fag,0
lmao niggas side hoe,1
ohio inmate sums lebronjames return means cleveland leb,2
word one understand blackjesus nigger heavily disappointed show aaronmacgruder stuff blows imo,0
joining army gets bitches army go,1
pornandroidiphoneipadsexxxx latina latina tight pussy,1
sexual practice faggots,0
im plain talking cod biz queers,0
ever fuck bitches count stacks,1
figure da ofay like assure family pitcher,2
rain got yall women talking knocked ass nigga spend income deoxyadenosine monophosphate bitch bruh get hoes fuck outta,0
ebola sounds like group hood hoe,0
recall telling one apollo teachers hoped baby came retarded assholeoftheyear lol,1
nig,0
breathe easy twinkies due back shelves summer,2
ball serve roll slope found natural spot defending brother scumbag,2
eat dat chicken love box baby lovin white woman eatin chicken colored mans dream,2
phones doin da pussy right lol,1
immediately become biggest bitch im sick like need taken care lmao,1
mt commission gouache tiki wahine monkey tubed surfing wavesliding waterwalker notkook,2
whatchu know bout livin ghetto eating cottage cheese times day lil salt lil peppa lil lil barbeeequeee,1
streets diy hoe niggad try wife though,1
magellan suck trash talk,2
nigga wanna bitch axerophthol pay yall know address knock room access,0
chinaman eyed,0
yall hoes worried yall eyebrows yall forgot yall throw mustache lmao,0
hey go look video man incur kidnapped girls ohiowhat nigger shitmybosssays,0
pulled pocket constitution bring man mocked mccains wackobirds comment hahaha standtall,2
im cut old boys bitch asks smoke weed fucking yaris fuck lol hell,1
anyone wants bring sweet tea pay thatd realize bday perfect well cracker barrel,2
oh bostop speechlike give one tinkers damn kidsthe poorany crap spoutingyouve prov,1
fuckin faggots man science knows fucks cant procreate without help breeders merely treat fancy sin,0
id rather rancho live ghetto ass urban areas niggers nigger impersonators adopting ni,0
rebelscience using actual woman genetic engineering lab natural clones oregon something faggot rome,0
u got niggas got bitches,1
since im gino marley bitch flew japan,1
would rather make love axerophthol fat chick allow nigger house,0
ampere teabagger scum wants threaten people penis extender danger country,0
eeeeeeeee got hoes,1
nigger,0
please stop scoring differently wont runs tomorrow romero yankees bluejays mlb,2
bitch gap im model yall bitches cant tell nothin,1
wassup wit entirely fucc niccas,0
yea see ya hoe,1
bruhhhhh want oreos milk,2
